SeriesTicker,SeriesName,EventTicker,MarketTicker,Time,EventEndTime,VolumeInDollar,OpenInterest,YesProb,NoProb,EventResult,RulesPrimary,KalshiURL,Tags
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22GSWDAL,KXNBAGAME-26JAN22GSWDAL-GSW,2026-01-22T22:00:00+00:00,2026-01-23T03:33:28.391327Z,4387309.00,153726,0.68,0.32,no,"If Golden State wins the Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22gswdal,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22GSWDAL,KXNBAGAME-26JAN22GSWDAL-DAL,2026-01-22T22:00:00+00:00,2026-01-23T03:33:28.391327Z,5147182.00,304547,0.33,0.67,yes,"If Dallas wins the Golden State at Dallas professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22gswdal,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22CHIMIN,KXNBAGAME-26JAN22CHIMIN-MIN,2026-01-22T22:00:00+00:00,2026-01-23T03:39:40.743328Z,3990963.00,69525,0.75,0.25,no,"If Minnesota wins the Chicago at Minnesota professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22chimin,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22CHIMIN,KXNBAGAME-26JAN22CHIMIN-CHI,2026-01-22T22:00:00+00:00,2026-01-23T03:39:40.743328Z,5013720.00,105304,0.26,0.74,yes,"If Chicago wins the Chicago at Minnesota professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22chimin,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22HOUPHI,KXNBAGAME-26JAN22HOUPHI-PHI,2026-01-22T21:00:00+00:00,2026-01-23T03:01:30.86383Z,5660619.00,250396,0.44,0.56,yes,"If Philadelphia wins the Houston at Philadelphia professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22houphi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22HOUPHI,KXNBAGAME-26JAN22HOUPHI-HOU,2026-01-22T21:00:00+00:00,2026-01-23T03:01:30.86383Z,6523561.00,422535,0.58,0.42,no,"If Houston wins the Houston at Philadelphia professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22houphi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22DENWAS,KXNBAGAME-26JAN22DENWAS-WAS,2026-01-22T21:00:00+00:00,2026-01-23T02:39:59.267766Z,2362083.00,92233,0.32,0.68,no,"If Washington wins the Denver at Washington professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22denwas,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN22DENWAS,KXNBAGAME-26JAN22DENWAS-DEN,2026-01-22T21:00:00+00:00,2026-01-23T02:39:59.267766Z,3891140.00,776623,0.7,0.3,yes,"If Denver wins the Denver at Washington professional basketball game originally scheduled for Jan 22, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan22denwas,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21TORSAC,KXNBAGAME-26JAN21TORSAC-TOR,2026-01-22T00:00:00+00:00,2026-01-22T05:43:21.96969Z,6716413.00,144902,0.66,0.34,yes,"If Toronto wins the Toronto at Sacramento professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21torsac,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21TORSAC,KXNBAGAME-26JAN21TORSAC-SAC,2026-01-22T00:00:00+00:00,2026-01-22T05:43:21.96969Z,5100811.00,110900,0.36,0.64,no,"If Sacramento wins the Toronto at Sacramento professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21torsac,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21OKCMIL,KXNBAGAME-26JAN21OKCMIL-OKC,2026-01-21T23:00:00+00:00,2026-01-22T05:17:24.346651Z,1621909.00,136234,0.81,0.19,yes,"If Oklahoma City wins the Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21okcmil,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21OKCMIL,KXNBAGAME-26JAN21OKCMIL-MIL,2026-01-21T23:00:00+00:00,2026-01-22T05:17:24.346651Z,2713398.00,230662,0.18,0.82,no,"If Milwaukee wins the Oklahoma City at Milwaukee professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21okcmil,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21DETNOP,KXNBAGAME-26JAN21DETNOP-NOP,2026-01-21T22:00:00+00:00,2026-01-22T03:31:28.502537Z,1850688.00,105895,0.22,0.78,no,"If New Orleans wins the Detroit at New Orleans professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21detnop,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21DETNOP,KXNBAGAME-26JAN21DETNOP-DET,2026-01-21T22:00:00+00:00,2026-01-22T03:31:28.502537Z,2385741.00,149113,0.78,0.22,yes,"If Detroit wins the Detroit at New Orleans professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21detnop,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21ATLMEM,KXNBAGAME-26JAN21ATLMEM-MEM,2026-01-21T22:00:00+00:00,2026-01-22T03:45:27.27288Z,4499915.00,213325,0.53,0.47,no,"If Memphis wins the Atlanta at Memphis professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21atlmem,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21ATLMEM,KXNBAGAME-26JAN21ATLMEM-ATL,2026-01-21T22:00:00+00:00,2026-01-22T03:45:27.27288Z,3858560.00,106253,0.49,0.51,yes,"If Atlanta wins the Atlanta at Memphis professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21atlmem,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21BKNNYK,KXNBAGAME-26JAN21BKNNYK-NYK,2026-01-21T21:00:00+00:00,2026-01-22T03:03:30.818995Z,704575.00,91460,0.84,0.16,yes,"If New York wins the Brooklyn at New York professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21bknnyk,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21BKNNYK,KXNBAGAME-26JAN21BKNNYK-BKN,2026-01-21T21:00:00+00:00,2026-01-22T03:03:30.818995Z,1614981.00,112846,0.17,0.83,no,"If Brooklyn wins the Brooklyn at New York professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21bknnyk,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21INDBOS,KXNBAGAME-26JAN21INDBOS-IND,2026-01-21T21:00:00+00:00,2026-01-22T03:07:25.057957Z,1230053.00,91565,0.2,0.8,no,"If Indiana wins the Indiana at Boston professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21indbos,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21INDBOS,KXNBAGAME-26JAN21INDBOS-BOS,2026-01-21T21:00:00+00:00,2026-01-22T03:07:25.057957Z,1169922.00,244183,0.81,0.19,yes,"If Boston wins the Indiana at Boston professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21indbos,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21CLECHA,KXNBAGAME-26JAN21CLECHA-CLE,2026-01-21T21:00:00+00:00,2026-01-22T03:00:23.489849Z,4324885.00,623599,0.58,0.42,yes,"If Cleveland wins the Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21clecha,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN21CLECHA,KXNBAGAME-26JAN21CLECHA-CHA,2026-01-21T21:00:00+00:00,2026-01-22T03:00:23.489849Z,4039892.00,254912,0.41,0.59,no,"If Charlotte wins the Cleveland at Charlotte professional basketball game originally scheduled for Jan 21, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan21clecha,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20MIASAC,KXNBAGAME-26JAN20MIASAC-SAC,2026-01-21T00:00:00+00:00,2026-01-21T05:31:26.562085Z,1797679.00,65441,0.39,0.61,no,"If Sacramento wins the Miami at Sacramento professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20miasac,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20MIASAC,KXNBAGAME-26JAN20MIASAC-MIA,2026-01-21T00:00:00+00:00,2026-01-21T05:31:26.562085Z,1508257.00,112107,0.62,0.38,yes,"If Miami wins the Miami at Sacramento professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20miasac,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20TORGSW,KXNBAGAME-26JAN20TORGSW-TOR,2026-01-21T00:00:00+00:00,2026-01-21T05:55:23.348984Z,2560147.00,124349,0.41,0.59,yes,"If Toronto wins the Toronto at Golden State professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20torgsw,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20TORGSW,KXNBAGAME-26JAN20TORGSW-GSW,2026-01-21T00:00:00+00:00,2026-01-21T05:55:23.348984Z,3279713.00,175680,0.6,0.4,no,"If Golden State wins the Toronto at Golden State professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20torgsw,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20LALDEN,KXNBAGAME-26JAN20LALDEN-LAL,2026-01-21T00:00:00+00:00,2026-01-21T05:43:24.983027Z,7364441.00,246862,0.57,0.43,yes,"If Los Angeles L wins the Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20lalden,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20LALDEN,KXNBAGAME-26JAN20LALDEN-DEN,2026-01-21T00:00:00+00:00,2026-01-21T05:43:24.983027Z,5599641.00,177972,0.44,0.56,no,"If Denver wins the Los Angeles L at Denver professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20lalden,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20MINUTA,KXNBAGAME-26JAN20MINUTA-UTA,2026-01-20T23:00:00+00:00,2026-01-21T04:45:25.889439Z,6506108.00,237759,0.16,0.84,yes,"If Utah wins the Minnesota at Utah professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20minuta,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20MINUTA,KXNBAGAME-26JAN20MINUTA-MIN,2026-01-20T23:00:00+00:00,2026-01-21T04:45:25.889439Z,3722128.00,238267,0.86,0.14,no,"If Minnesota wins the Minnesota at Utah professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20minuta,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20LACCHI,KXNBAGAME-26JAN20LACCHI-LAC,2026-01-20T21:00:00+00:00,2026-01-21T03:27:27.74281Z,1615141.00,93711,0.42,0.58,no,"If Los Angeles C wins the Los Angeles C at Chicago professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20lacchi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20LACCHI,KXNBAGAME-26JAN20LACCHI-CHI,2026-01-20T21:00:00+00:00,2026-01-21T03:27:27.74281Z,1143876.00,53035,0.6,0.4,yes,"If Chicago wins the Los Angeles C at Chicago professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20lacchi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20SASHOU,KXNBAGAME-26JAN20SASHOU-SAS,2026-01-20T22:00:00+00:00,2026-01-21T04:03:30.135573Z,6586627.00,668009,0.4,0.6,no,"If San Antonio wins the San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20sashou,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20SASHOU,KXNBAGAME-26JAN20SASHOU-HOU,2026-01-20T22:00:00+00:00,2026-01-21T04:03:30.135573Z,4023255.00,186481,0.61,0.39,yes,"If Houston wins the San Antonio at Houston professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20sashou,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20PHXPHI,KXNBAGAME-26JAN20PHXPHI-PHX,2026-01-20T21:00:00+00:00,2026-01-21T02:51:35.998975Z,3618139.00,318215,0.52,0.48,yes,"If Phoenix wins the Phoenix at Philadelphia professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20phxphi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN20PHXPHI,KXNBAGAME-26JAN20PHXPHI-PHI,2026-01-20T21:00:00+00:00,2026-01-21T02:51:35.998975Z,3582469.00,199371,0.48,0.52,no,"If Philadelphia wins the Phoenix at Philadelphia professional basketball game originally scheduled for Jan 20, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan20phxphi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19MIAGSW,KXNBAGAME-26JAN19MIAGSW-MIA,2026-01-20T00:00:00+00:00,2026-01-20T05:43:23.731919Z,4574098.00,160259,0.37,0.63,no,"If Miami wins the Miami at Golden State professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19miagsw,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19MIAGSW,KXNBAGAME-26JAN19MIAGSW-GSW,2026-01-20T00:00:00+00:00,2026-01-20T05:43:23.731919Z,4243336.00,136018,0.65,0.35,yes,"If Golden State wins the Miami at Golden State professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19miagsw,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19INDPHI,KXNBAGAME-26JAN19INDPHI-PHI,2026-01-19T21:00:00+00:00,2026-01-20T02:35:26.792137Z,3175060.00,49045,0.67,0.33,yes,"If Philadelphia wins the Indiana at Philadelphia professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19indphi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19INDPHI,KXNBAGAME-26JAN19INDPHI-IND,2026-01-19T21:00:00+00:00,2026-01-20T02:35:26.792137Z,2410763.00,34330,0.34,0.66,no,"If Indiana wins the Indiana at Philadelphia professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19indphi,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19BOSDET,KXNBAGAME-26JAN19BOSDET-DET,2026-01-19T22:00:00+00:00,2026-01-20T04:09:38.62514Z,4583002.00,153136,0.56,0.44,yes,"If Detroit wins the Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19bosdet,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19BOSDET,KXNBAGAME-26JAN19BOSDET-BOS,2026-01-19T22:00:00+00:00,2026-01-20T04:09:38.62514Z,4276966.00,67213,0.45,0.55,no,"If Boston wins the Boston at Detroit professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19bosdet,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19PHXBKN,KXNBAGAME-26JAN19PHXBKN-PHX,2026-01-19T21:00:00+00:00,2026-01-20T03:05:22.809718Z,1568339.00,30693,0.77,0.23,yes,"If Phoenix wins the Phoenix at Brooklyn professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19phxbkn,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19PHXBKN,KXNBAGAME-26JAN19PHXBKN-BKN,2026-01-19T21:00:00+00:00,2026-01-20T03:05:22.809718Z,2052909.00,23645,0.24,0.76,no,"If Brooklyn wins the Phoenix at Brooklyn professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19phxbkn,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19LACWAS,KXNBAGAME-26JAN19LACWAS-WAS,2026-01-19T17:00:00+00:00,2026-01-19T22:41:35.751765Z,3364827.00,28416,0.28,0.72,no,"If Washington wins the Los Angeles C at Washington professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19lacwas,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19LACWAS,KXNBAGAME-26JAN19LACWAS-LAC,2026-01-19T17:00:00+00:00,2026-01-19T22:41:35.751765Z,4003240.00,123548,0.73,0.27,yes,"If Los Angeles C wins the Los Angeles C at Washington professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19lacwas,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19UTASAS,KXNBAGAME-26JAN19UTASAS-UTA,2026-01-19T19:00:00+00:00,2026-01-20T00:43:29.695489Z,2945086.00,130354,0.12,0.88,no,"If Utah wins the Utah at San Antonio professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19utasas,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19UTASAS,KXNBAGAME-26JAN19UTASAS-SAS,2026-01-19T19:00:00+00:00,2026-01-20T00:43:29.695489Z,1339872.00,101994,0.9,0.1,yes,"If San Antonio wins the Utah at San Antonio professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19utasas,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19DALNYK,KXNBAGAME-26JAN19DALNYK-NYK,2026-01-19T19:00:00+00:00,2026-01-20T00:47:29.077595Z,3745633.00,38083,0.79,0.21,no,"If New York wins the Dallas at New York professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19dalnyk,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19DALNYK,KXNBAGAME-26JAN19DALNYK-DAL,2026-01-19T19:00:00+00:00,2026-01-20T00:47:29.077595Z,5804608.00,70940,0.22,0.78,yes,"If Dallas wins the Dallas at New York professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19dalnyk,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19OKCCLE,KXNBAGAME-26JAN19OKCCLE-OKC,2026-01-19T16:00:00+00:00,2026-01-19T22:19:57.212501Z,2788051.00,276739,0.69,0.31,yes,"If Oklahoma City wins the Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19okccle,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19OKCCLE,KXNBAGAME-26JAN19OKCCLE-CLE,2026-01-19T16:00:00+00:00,2026-01-19T22:19:57.212501Z,2355318.00,181685,0.33,0.67,no,"If Cleveland wins the Oklahoma City at Cleveland professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19okccle,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19MILATL,KXNBAGAME-26JAN19MILATL-MIL,2026-01-19T15:00:00+00:00,2026-01-19T20:48:07.704657Z,5471297.00,364177,0.47,0.53,yes,"If Milwaukee wins the Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19milatl,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN19MILATL,KXNBAGAME-26JAN19MILATL-ATL,2026-01-19T15:00:00+00:00,2026-01-19T20:48:07.704657Z,5155929.00,248457,0.55,0.45,no,"If Atlanta wins the Milwaukee at Atlanta professional basketball game originally scheduled for Jan 19, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan19milatl,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18PORSAC,KXNBAGAME-26JAN18PORSAC-SAC,2026-01-18T23:00:00+00:00,2026-01-19T04:39:46.187215Z,4301694.00,106043,0.57,0.43,no,"If Sacramento wins the Portland at Sacramento professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18porsac,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18PORSAC,KXNBAGAME-26JAN18PORSAC-POR,2026-01-18T23:00:00+00:00,2026-01-19T04:39:46.187215Z,4142857.00,104364,0.45,0.55,yes,"If Portland wins the Portland at Sacramento professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18porsac,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18TORLAL,KXNBAGAME-26JAN18TORLAL-TOR,2026-01-18T23:00:00+00:00,2026-01-19T05:00:41.296048Z,4330914.00,44776,0.49,0.51,no,"If Toronto wins the Toronto at Los Angeles L professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18torlal,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18TORLAL,KXNBAGAME-26JAN18TORLAL-LAL,2026-01-18T23:00:00+00:00,2026-01-19T05:00:41.296048Z,4908034.00,71805,0.52,0.48,yes,"If Los Angeles L wins the Toronto at Los Angeles L professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18torlal,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18NOPHOU,KXNBAGAME-26JAN18NOPHOU-NOP,2026-01-18T20:00:00+00:00,2026-01-19T02:25:29.374455Z,2596880.00,214832,0.14,0.86,no,"If New Orleans wins the New Orleans at Houston professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18nophou,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18NOPHOU,KXNBAGAME-26JAN18NOPHOU-HOU,2026-01-18T20:00:00+00:00,2026-01-19T02:25:29.374455Z,730039.00,73087,0.87,0.13,yes,"If Houston wins the New Orleans at Houston professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18nophou,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18CHADEN,KXNBAGAME-26JAN18CHADEN-DEN,2026-01-18T21:00:00+00:00,2026-01-19T03:27:28.839735Z,2597744.00,301387,0.49,0.51,no,"If Denver wins the Charlotte at Denver professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18chaden,Basketball
KXNBAGAME,Professional Basketball Game,KXNBAGAME-26JAN18CHADEN,KXNBAGAME-26JAN18CHADEN-CHA,2026-01-18T21:00:00+00:00,2026-01-19T03:27:28.839735Z,957215.00,61875,0.51,0.49,yes,"If Charlotte wins the Charlotte at Denver professional basketball game originally scheduled for Jan 18, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxnbagame/professional-basketball-game/kxnbagame-26jan18chaden,Basketball
